chr	start	end	length	summit	tags	X.10.log10.pvalue	fold_enrichment	FDR	start+summit-150bp	start+summit+150bp
chr10	126703156	126704014	859	214	24	64.73	6.42	1.76	126703220	126703520
chr13	99358615	99359217	603	255	16	64.73	11	1.76	99358720	99359020
chr13	108846967	108847569	603	327	16	64.73	11	1.76	108847144	108847444
chr4	151126825	151127256	432	124	11	64.73	11	1.76	151126799	151127099
chr6	124884217	124884736	520	286	14	64.73	8.15	1.76	124884353	124884653
chr9	122026322	122026789	468	120	15	64.73	8.56	1.76	122026292	122026592
chr1	72793027	72793554	528	296	13	64.72	9.56	1.76	72793173	72793473
chr14	35315081	35315535	455	253	11	64.71	11.58	1.76	35315184	35315484
chr2	30107172	30107688	517	211	16	64.71	9.43	1.76	30107233	30107533
chr2	154429137	154429594	458	157	15	64.71	10.48	1.76	154429144	154429444
chr4	116299483	116299913	431	250	12	64.71	10.69	1.76	116299583	116299883
chr9	37038108	37038624	517	187	17	64.71	10.48	1.76	37038145	37038445
chr11	101786293	101786962	670	489	18	64.7	7.66	1.76	101786632	101786932
chr12	4775557	4776174	618	327	19	64.7	7.33	1.76	4775734	4776034
chr15	83604149	83604501	353	133	10	64.7	12.83	1.76	83604132	83604432
chr15	88564601	88565005	405	134	13	64.7	9.78	1.76	88564585	88564885
chr16	75593009	75593361	353	225	10	64.7	12.83	1.76	75593084	75593384
chr2	36066225	36066725	501	289	15	64.7	8.02	1.76	36066364	36066664
chr3	100489119	100489604	486	151	13	64.7	8.8	1.76	100489120	100489420
chr5	146734534	146734859	326	204	9	64.67	14.93	1.76	146734588	146734888
chrX	71167067	71167478	412	178	11	64.67	10.48	1.76	71167095	71167395
chr2	37307603	37308052	450	118	17	64.66	7.33	1.76	37307571	37307871
chr7	36036971	36037645	675	461	17	64.66	7.33	1.76	36037282	36037582
chr8	13877964	13878571	608	350	13	64.66	11	1.76	13878164	13878464
chr9	107279919	107280706	788	512	19	64.66	9.01	1.76	107280281	107280581
chr16	85900847	85901327	481	293	11	64.64	10.18	1.76	85900990	85901290
chr5	123950826	123951458	633	318	18	64.64	8.02	1.76	123950994	123951294
chr12	8848374	8848687	314	182	13	64.63	12.22	1.76	8848406	8848706
chr15	27688411	27688895	485	161	14	64.63	11.38	1.76	27688422	27688722
chr15	81416415	81417056	642	321	18	64.63	12.57	1.76	81416586	81416886
chr18	34360134	34360775	642	340	18	64.63	9.43	1.76	34360324	34360624
chr19	30237264	30237784	521	200	14	64.63	9.51	1.76	30237314	30237614
chr4	10801650	10802178	529	249	13	64.63	9.56	1.76	10801749	10802049
chr5	123847843	123848484	642	290	18	64.63	9.43	1.76	123847983	123848283
chr14	60244054	60244535	482	241	12	64.62	8.53	1.76	60244145	60244445
chr9	20695505	20696565	1061	307	31	64.62	7.33	1.76	20695662	20695962
chr2	173140323	173140853	531	313	14	64.61	11.07	1.76	173140486	173140786
chr1	134280652	134281169	518	324	13	64.6	10.92	1.76	134280826	134281126
chr18	53405175	53405737	563	276	15	64.6	10.27	1.76	53405301	53405601
chr7	119351697	119352280	584	332	15	64.6	10.67	1.76	119351879	119352179
chr8	128093783	128094481	699	413	19	64.6	11.38	1.76	128094046	128094346
chr11	102963933	102964253	321	192	12	64.59	13.58	1.76	102963975	102964275
chr17	4994255	4994648	394	175	11	64.59	15	1.76	4994280	4994580
chr1	172145232	172145643	412	297	10	64.58	14.93	1.76	172145379	172145679
chr11	96626882	96627439	558	226	16	64.58	12.41	1.76	96626958	96627258
chr13	42111429	42111840	412	306	10	64.58	12.8	1.76	42111585	42111885
chr18	44540279	44540896	618	367	15	64.58	11.28	1.76	44540496	44540796
chr2	27087577	27088624	1048	503	38	64.58	5.76	1.76	27087930	27088230
chr7	29844273	29844890	618	352	15	64.58	11.28	1.76	29844475	29844775
chr9	40183547	40183958	412	290	10	64.58	12.8	1.76	40183687	40183987
chr2	32158204	32158879	676	307	17	64.57	11	1.76	32158361	32158661
chr2	17977800	17978373	574	218	15	64.56	9.17	1.76	17977868	17978168
chr2	131735656	131736158	503	284	14	64.56	11.78	1.76	131735790	131736090
chr3	106350020	106350645	626	326	14	64.56	16.3	1.76	106350196	106350496
chr7	86447862	86448660	799	494	20	64.56	8.28	1.76	86448206	86448506
chr16	91835993	91836399	407	209	12	64.55	11.5	1.76	91836052	91836352
chr17	27596139	27596781	643	436	16	64.55	8.8	1.76	27596425	27596725
chr10	98920629	98921128	500	176	18	64.54	8.96	1.76	98920655	98920955
chr14	56215124	56215748	625	421	18	64.54	8.15	1.76	56215395	56215695
chr4	153850474	153850846	373	161	10	64.54	13.51	1.76	153850485	153850785
chr11	75086947	75087589	643	359	18	64.53	8.38	1.76	75087156	75087456
chr11	102976226	102976933	708	419	19	64.53	7.33	1.76	102976495	102976795
chr15	79082674	79083278	605	366	18	64.53	7.33	1.76	79082890	79083190
chr2	153023854	153024389	536	269	15	64.53	11	1.76	153023973	153024273
chr7	87259356	87259889	534	249	17	64.53	10.61	1.76	87259455	87259755
chr8	124276990	124277671	682	380	18	64.53	7.78	1.76	124277220	124277520
chrX	148667148	148667652	505	231	11	64.53	14.93	1.76	148667229	148667529
chr15	34474522	34474817	296	134	9	64.52	13.51	1.76	34474506	34474806
chr11	107331704	107332160	457	113	12	64.51	15.44	1.76	107331667	107331967
chr17	25928580	25929617	1038	696	36	64.51	6.2	1.76	25929126	25929426
chr3	38383197	38383962	766	272	16	64.51	10.48	1.76	38383319	38383619
chr9	52658703	52659096	394	114	10	64.51	10.18	1.76	52658667	52658967
chr11	4961686	4962155	470	106	16	64.5	9.78	1.76	4961642	4961942
chr2	73052202	73052765	564	273	14	64.5	13.2	1.76	73052325	73052625
chr11	116854951	116855731	781	334	18	64.49	8.46	1.76	116855135	116855435
chr5	114815790	114816277	488	239	13	64.49	13.2	1.76	114815879	114816179
chr12	7908200	7908612	413	295	10	64.47	10.67	1.76	7908345	7908645
chr13	98009540	98009924	385	133	13	64.47	12.22	1.76	98009523	98009823
chr17	56602140	56602843	704	346	18	64.47	9.17	1.76	56602336	56602636
chr19	21546827	21547239	413	280	10	64.47	10.67	1.76	21546957	21547257
chr5	93032066	93032478	413	122	10	64.47	10.67	1.76	93032038	93032338
chr8	124945513	124945964	452	322	13	64.47	12.22	1.76	124945685	124945985
chr15	7463218	7463861	644	371	15	64.46	10.27	1.76	7463439	7463739
chr3	130760218	130760677	460	186	16	64.46	10.48	1.76	130760254	130760554
chr12	72038911	72039324	414	187	12	64.45	13.97	1.76	72038948	72039248
chr17	24751168	24751574	407	275	13	64.45	12.22	1.76	24751293	24751593
chr17	87858862	87859349	488	271	15	64.45	10	1.76	87858983	87859283
chr2	33677089	33677592	504	272	14	64.45	10.48	1.76	33677211	33677511
chr7	134005101	134005608	508	335	17	64.45	9.17	1.76	134005286	134005586
chr9	57485553	57486263	711	315	22	64.44	9.78	1.76	57485718	57486018
chr4	125639795	125640400	606	295	16	64.43	9.78	1.76	125639940	125640240
chr5	112582712	112583317	606	276	16	64.43	9.78	1.76	112582838	112583138
chr18	50212856	50213676	821	184	22	64.42	7.13	1.76	50212890	50213190
chr2	92262715	92263387	673	324	18	64.42	9.85	1.76	92262889	92263189
chr7	86238716	86239063	348	133	11	64.42	8.8	1.76	86238699	86238999
chr6	88784852	88785432	581	313	17	64.4	11.52	1.76	88785015	88785315
chrX	102315761	102316308	548	255	12	64.4	11.58	1.76	102315866	102316166
chr11	75653411	75654088	678	346	17	64.39	8.56	1.76	75653607	75653907
chr13	43346692	43347358	667	328	17	64.38	10.82	1.76	43346870	43347170
chr1	153937088	153937839	752	422	19	64.37	11	1.76	153937360	153937660
chr1	156840896	156841600	705	394	18	64.37	10.31	1.76	156841140	156841440
chr11	120459587	120460249	663	330	20	64.37	8.05	1.76	120459767	120460067
chr19	55162902	55163551	650	418	16	64.37	9.17	1.76	55163170	55163470
chr2	92885432	92885991	560	205	16	64.37	10.15	1.76	92885487	92885787
chr6	99472002	99472415	414	312	10	64.37	14.93	1.76	99472164	99472464
chr8	97775086	97775785	700	221	17	64.37	8.46	1.76	97775157	97775457
chr10	19311848	19312303	456	204	14	64.36	10.64	1.76	19311902	19312202
chr16	26581381	26582120	740	127	18	64.36	8	1.76	26581358	26581658
chr3	19957588	19958040	453	238	13	64.36	12.22	1.76	19957676	19957976
chr4	135644649	135645454	806	438	24	64.36	7.97	1.76	135644937	135645237
chr7	119823025	119823580	556	238	14	64.36	11.67	1.76	119823113	119823413
chr9	111048209	111048729	521	209	12	64.36	12.83	1.76	111048268	111048568
chr10	52136985	52137401	417	202	12	64.34	13.2	1.76	52137037	52137337
chr7	17203871	17204226	356	227	10	64.34	11	1.76	17203948	17204248
chr7	73780054	73780409	356	118	10	64.34	12.83	1.76	73780022	73780322
chr11	120214972	120215515	544	321	14	64.33	8.46	1.76	120215143	120215443
chr10	19358758	19359193	436	132	11	64.32	12.83	1.75	19358740	19359040
chr10	61732415	61732888	474	174	12	64.32	11.67	1.76	61732439	61732739
chr4	138748185	138748736	552	304	16	64.32	7.78	1.75	138748339	138748639
chr8	108897419	108897942	524	219	14	64.32	13.58	1.75	108897488	108897788
chr1	196992022	196992350	329	202	9	64.31	14.93	1.75	196992074	196992374
chr19	25390142	25390556	415	152	13	64.31	9.94	1.75	25390144	25390444
chr5	130221111	130221852	742	278	24	64.31	7.33	1.75	130221239	130221539
chr11	76318475	76319137	663	339	27	64.3	9.18	1.75	76318664	76318964
chr13	41498016	41498597	582	346	17	64.3	11.52	1.75	41498212	41498512
chr3	14679296	14679945	650	499	27	64.3	6.88	1.75	14679645	14679945
chr4	88286930	88287755	826	133	27	64.3	6.06	1.75	88286913	88287213
chr5	136410321	136411515	1195	217	29	64.3	6.82	1.75	136410388	136410688
chr6	29559150	29560147	998	734	28	64.3	9.76	1.75	29559734	29560034
chr8	125916626	125917389	764	399	27	64.3	6.22	1.75	125916875	125917175
chr11	94231879	94232227	349	246	11	64.29	13.2	1.75	94231975	94232275
chr14	8973592	8973951	360	114	12	64.27	8.85	1.76	8973556	8973856
chr3	89197392	89198013	622	301	19	64.27	10.08	1.76	89197543	89197843
chr8	82854062	82854476	415	144	10	64.27	12.8	1.76	82854056	82854356
chrX	7282303	7282717	415	270	10	64.27	12.8	1.76	7282423	7282723
chr11	21091912	21092383	472	259	11	64.25	11.89	1.76	21092021	21092321
chr11	51103029	51103549	521	225	16	64.25	9.43	1.76	51103104	51103404
chr13	65213955	65214562	608	277	16	64.24	9.78	1.76	65214082	65214382
chr6	115626503	115627008	506	281	14	64.24	10.48	1.76	115626634	115626934
chr5	34881587	34882334	748	392	32	64.23	7.33	1.76	34881829	34882129
chr11	95552507	95552944	438	312	13	64.22	10.48	1.76	95552669	95552969
chr2	70542582	70543092	511	198	13	64.22	13.75	1.76	70542630	70542930
chr4	45097178	45097761	584	270	13	64.22	10.48	1.76	45097298	45097598
chr10	40457431	40457890	460	156	11	64.21	9.65	1.76	40457437	40457737
chr11	32126345	32127002	658	361	17	64.21	13.01	1.76	32126556	32126856
chr11	87239928	87240607	680	445	18	64.21	7.33	1.76	87240223	87240523
chr15	78340221	78341239	1019	249	26	64.21	7.52	1.76	78340320	78340620
chr8	111118862	111119371	510	239	17	64.21	11	1.76	111118951	111119251
chr10	83203124	83203359	236	119	8	64.2	13.97	1.76	83203093	83203393
chr11	106021043	106021507	465	106	15	64.19	10.82	1.76	106020999	106021299
chr12	110031592	110031921	330	219	10	64.19	14.93	1.76	110031661	110031961
chr17	84495876	84496347	472	151	13	64.19	12.69	1.76	84495877	84496177
chr3	97774957	97775539	583	265	17	64.19	14.67	1.76	97775072	97775372
chrX	11269535	11269864	330	202	9	64.19	17.07	1.76	11269587	11269887
chrX	149216449	149216778	330	124	9	64.19	14.93	1.76	149216423	149216723
chr1	37928949	37929527	579	254	15	64.18	13.47	1.76	37929053	37929353
chr14	106297707	106298204	498	167	12	64.18	10.48	1.76	106297724	106298024
chr11	51981238	51981653	416	149	10	64.17	10.67	1.77	51981237	51981537
chr11	78639727	78640199	473	345	14	64.16	13.44	1.76	78639922	78640222
chr11	114515927	114516988	1062	169	30	64.16	5.7	1.77	114515946	114516246
chr16	30994390	30994892	503	183	18	64.16	11.41	1.77	30994423	30994723
chr11	98228647	98229417	771	377	26	64.15	8	1.76	98228874	98229174
chr2	119500180	119500981	802	371	20	64.15	6.47	1.76	119500401	119500701
chr9	60624587	60625120	534	260	13	64.15	11.16	1.76	60624697	60624997
chr16	30236204	30236833	630	390	16	64.14	8.85	1.76	30236444	30236744
chr3	66785102	66785608	507	218	14	64.14	11.78	1.76	66785170	66785470
chr4	154408283	154408709	427	115	11	64.14	12.52	1.76	154408248	154408548
chr1	195164405	195166133	1729	282	55	64.13	7.33	1.76	195164537	195164837
chr10	92798364	92799952	1589	650	53	64.13	5.76	1.76	92798864	92799164
chr12	66174551	66174948	398	148	11	64.13	11.67	1.76	66174549	66174849
chr8	88223999	88224365	367	148	10	64.13	11.28	1.76	88223997	88224297
chr9	66447371	66447823	453	181	18	64.12	8.07	1.76	66447402	66447702
chr1	75207123	75207648	526	284	14	64.11	12.22	1.76	75207257	75207557
chr11	97436773	97437420	648	293	15	64.11	11.73	1.76	97436916	97437216
chr19	47347518	47348057	540	420	15	64.11	8.56	1.76	47347788	47348088
chr1	95240084	95240684	601	144	17	64.1	8.63	1.76	95240078	95240378
chr1	182323025	182323717	693	308	23	64.1	8.07	1.76	182323183	182323483
chr2	156921679	156922066	388	125	12	64.1	10.86	1.76	156921654	156921954
chr15	10107768	10108277	510	292	11	64.09	14.93	1.76	10107910	10108210
chr5	120987223	120987887	665	318	16	64.09	12	1.76	120987391	120987691
chr11	107331304	107331701	398	130	11	64.08	14.26	1.76	107331284	107331584
chr15	85894859	85895366	508	127	16	64.08	9.17	1.76	85894836	85895136
chr16	93453344	93453902	559	308	13	64.08	11.67	1.76	93453502	93453802
chr17	37047695	37048092	398	150	10	64.08	12.22	1.76	37047695	37047995
chr13	51826554	51827463	910	324	21	64.07	8.56	1.76	51826728	51827028
chr17	53706151	53706481	331	216	9	64.07	12.8	1.76	53706217	53706517
chr5	118371812	118372228	417	180	10	64.07	17.07	1.77	118371842	118372142
chr17	67703702	67704268	567	276	12	64.04	11.89	1.77	67703828	67704128
chr8	122758521	122759120	600	243	16	64.04	8.41	1.77	122758614	122758914
chr2	112333125	112333450	326	217	10	64.03	10	1.77	112333192	112333492
chr4	114273617	114274553	937	406	32	64.03	6.72	1.77	114273873	114274173
chr7	52825372	52825978	607	336	20	64.03	7.33	1.77	52825558	52825858
chr8	113429576	113429901	326	166	10	64.03	13.33	1.77	113429592	113429892
chr9	56108171	56108521	351	113	12	64.03	13.2	1.77	56108134	56108434
chr1	194986407	194986862	456	228	13	64.02	10.86	1.77	194986485	194986785
chr1	159378597	159379036	440	275	13	63.99	11.78	1.77	159378722	159379022
chr17	87580994	87581640	647	335	14	63.99	10	1.77	87581179	87581479
chr9	72122438	72122857	420	289	12	63.99	10.27	1.77	72122577	72122877
chr10	12810189	12810879	691	418	17	63.98	10.92	1.77	12810457	12810757
chr10	23506866	23507323	458	111	16	63.98	7.33	1.77	23506827	23507127
chr3	94641218	94641681	464	106	15	63.98	12.57	1.77	94641174	94641474
chr1	132612361	132613048	688	363	18	63.97	10	1.77	132612574	132612874
chr10	75398419	75399223	805	532	23	63.97	7.33	1.77	75398801	75399101
chr18	43624685	43625102	418	119	10	63.97	14.93	1.77	43624654	43624954
chr18	78149726	78150218	493	182	13	63.97	11.73	1.77	78149758	78150058
chr8	96870004	96870598	595	248	19	63.97	6.11	1.77	96870102	96870402
chrX	131101169	131101586	418	295	10	63.97	14.93	1.77	131101314	131101614
chrX	149933161	149933578	418	133	10	63.97	12.8	1.77	149933144	149933444
chr12	50484066	50484397	332	203	9	63.96	14.93	1.77	50484119	50484419
chr4	148171987	148172619	633	309	14	63.96	9.78	1.77	148172146	148172446
chr1	155488449	155489127	679	325	19	63.95	7.97	1.76	155488624	155488924
chr10	126970826	126971497	672	478	19	63.95	7.88	1.76	126971154	126971454
chr11	106536683	106537108	426	243	19	63.95	8.75	1.76	106536776	106537076
chr12	8335990	8336600	611	428	17	63.95	8.56	1.77	8336268	8336568
chr13	55291389	55291976	588	304	19	63.95	7.76	1.76	55291543	55291843
chr15	78305791	78306447	657	305	19	63.95	10.6	1.76	78305946	78306246
chr15	82742140	82742765	626	334	19	63.95	8.26	1.76	82742324	82742624
chr16	25250311	25250978	668	373	18	63.95	9.71	1.76	25250534	25250834
chr17	8534190	8534956	767	435	20	63.95	7.87	1.76	8534475	8534775
chr17	29634926	29635563	638	242	19	63.95	8.42	1.76	29635018	29635318
chr17	30998719	30999274	556	129	19	63.95	6.52	1.76	30998698	30998998
chr17	46247671	46248271	601	248	19	63.95	9.7	1.76	46247769	46248069
chr17	46464479	46465019	541	247	19	63.95	8.73	1.76	46464576	46464876
chr18	38760617	38761235	619	336	19	63.95	6.35	1.76	38760803	38761103
chr18	76396866	76397488	623	307	20	63.95	8.22	1.76	76397023	76397323
chr19	5730322	5730884	563	400	19	63.95	7.43	1.76	5730572	5730872
chr19	40947434	40948258	825	631	20	63.95	8.47	1.76	40947915	40948215
chr19	41068375	41069028	654	380	19	63.95	9.59	1.76	41068605	41068905
chr2	92023835	92024567	733	486	20	63.95	8.6	1.76	92024171	92024471
chr2	152673509	152674217	709	134	19	63.95	8.32	1.76	152673493	152673793
chr2	158439684	158440432	749	629	20	63.95	6.59	1.76	158440163	158440463
chr3	94943455	94943865	411	220	13	63.95	12.22	1.77	94943525	94943825
chr3	106487576	106488103	528	288	19	63.95	9.29	1.76	106487714	106488014
chr4	134511651	134512226	576	282	19	63.95	10.14	1.76	134511783	134512083
chr5	100998400	100998830	431	252	19	63.95	5.69	1.76	100998502	100998802
chr5	116862521	116863084	564	392	19	63.95	9.1	1.76	116862763	116863063
chr5	135058404	135059016	613	381	19	63.95	7.19	1.76	135058635	135058935
chr7	25917208	25917866	659	276	20	63.95	8.7	1.76	25917334	25917634
chr7	74367116	74367741	626	334	19	63.95	10.1	1.76	74367300	74367600
chr7	107643732	107644342	611	348	19	63.95	8.06	1.76	107643930	107644230
chr8	4214210	4214934	725	362	19	63.95	9.57	1.76	4214422	4214722
chr9	37054887	37055535	649	378	19	63.95	11.42	1.76	37055115	37055415
chr5	124615451	124616075	625	114	16	63.94	9.87	1.76	124615415	124615715
chr5	139831222	139831796	575	134	18	63.94	9.28	1.76	139831206	139831506
chr5	150960200	150960637	438	308	12	63.94	10.69	1.76	150960358	150960658
chr10	22419617	22420091	475	290	14	63.93	13.44	1.76	22419757	22420057
chr11	31721510	31722060	551	307	15	63.93	8.7	1.76	31721667	31721967
chr2	32496152	32496667	516	224	15	63.93	8.15	1.76	32496226	32496526
chr4	155108537	155109150	614	274	18	63.93	9.91	1.76	155108661	155108961
chr5	30432078	30432679	602	331	15	63.93	8.15	1.76	30432259	30432559
chr5	122542640	122543153	514	209	13	63.93	12.22	1.76	122542699	122542999
chr7	19681393	19681962	570	198	14	63.93	10.27	1.76	19681441	19681741
chr7	90780327	90780826	500	133	14	63.93	11.58	1.76	90780310	90780610
chr8	123547005	123548067	1063	456	28	63.93	6.42	1.76	123547311	123547611
chr11	100281533	100282045	513	189	12	63.92	14.31	1.76	100281572	100281872
chr15	74500501	74501245	745	229	19	63.92	8.41	1.76	74500580	74500880
chr4	109079278	109079790	513	241	12	63.92	14.31	1.76	109079369	109079669
chr15	98765775	98766231	457	174	13	63.91	9.51	1.76	98765799	98766099
chr17	47053695	47054222	528	202	14	63.91	9.51	1.76	47053747	47054047
chr4	8617658	8618068	411	216	10	63.91	14.67	1.76	8617724	8618024
chr5	44339943	44340470	528	211	14	63.91	10.86	1.76	44340004	44340304
chr8	77557266	77557859	594	301	14	63.91	12.22	1.76	77557417	77557717
chr9	47339273	47339683	411	296	10	63.91	18.86	1.76	47339419	47339719
chr9	121881538	121881864	327	133	10	63.91	15	1.76	121881521	121881821
chr19	45305736	45306569	834	124	20	63.9	7.33	1.76	45305710	45306010
chr9	54873346	54873927	582	286	14	63.9	11.97	1.76	54873482	54873782
chr5	122286308	122287190	883	616	21	63.89	9.46	1.76	122286774	122287074
chr2	164231166	164231880	715	308	19	63.88	8.38	1.76	164231324	164231624
chr4	115893806	115894118	313	134	11	63.88	14.35	1.76	115893790	115894090
chr5	74590698	74591304	607	227	14	63.88	10.92	1.76	74590775	74591075
chr7	52977274	52978250	977	733	24	63.88	6.67	1.76	52977857	52978157
chr13	35998128	35998487	360	126	10	63.87	12.83	1.76	35998104	35998404
chr15	76038944	76039418	475	296	13	63.87	11.28	1.76	76039090	76039390
chr19	25579815	25580233	419	198	10	63.87	17.07	1.76	25579863	25580163
chr5	122659637	122660487	851	533	26	63.87	8.07	1.76	122660020	122660320
chr9	21880567	21880854	288	130	10	63.87	13.2	1.76	21880547	21880847
chr11	53659001	53659571	571	243	15	63.86	11.58	1.76	53659094	53659394
chr13	22097719	22098486	768	224	23	63.85	6.98	1.76	22097793	22098093
chr15	78034365	78035015	651	228	16	63.85	8.8	1.76	78034443	78034743
